Case_ID,Theft_Date,Report_Date,Car_Brand,Car_Model,Year_of_Manufacture,Car_Type,Fuel_Type,Color,Registered_State,Registered_City,Location_of_Theft,Time_of_Theft,Police_Station,Is_Recovered,Recovery_Date,Suspect_Identified,Number_of_Prev_Thefts,GPS_Installed,CCTV_Availability,Insurance_Status,Owner_Age_Group
7008,2023-09-14,2023-09-21,Kia,Carens,2021,Sedan,CNG,Green,Rajasthan,Jodhpur,Area-36,Night,PS-22,Yes,2023-09-26,Yes,2,Yes,No,No Insurance,41-60
7009,2023-09-01,2023-09-03,Ford,Figo,2019,Convertible,Diesel,Blue,Punjab,Jalandhar,Area-44,Morning,PS-12,No,,Yes,2,No,No,Expired,41-60
7010,2023-09-20,2023-09-20,Hyundai,Creta,2006,MUV,Diesel,Black,West Bengal,Kolkata,Area-10,Afternoon,PS-7,No,,No,2,Yes,Yes,Expired,41-60
7011,2023-06-13,2023-06-20,Tata,Altroz,2022,Convertible,Diesel,Blue,Karnataka,Hubli,Area-2,Morning,PS-86,No,,No,1,No,No,Valid,26-40
7012,2023-11-03,2023-11-07,Toyota,Etios,2013,Pickup,Electric,Green,Uttar Pradesh,Kanpur,Area-44,Afternoon,PS-99,Yes,2023-11-15,Yes,0,Yes,No,Expired,60+
7013,2023-01-03,2023-01-08,Nissan,Kicks,2008,SUV,CNG,Green,Karnataka,Bangalore,Area-3,Evening,PS-61,Yes,2023-01-30,No,0,Yes,Yes,Expired,60+
7014,2023-11-27,2023-12-02,Honda,Amaze,2012,MUV,Petrol,Yellow,Tamil Nadu,Madurai,Area-15,Afternoon,PS-22,No,,No,1,Yes,No,Expired,18-25
7015,2023-03-14,2023-03-18,Tata,Harrier,2021,Pickup,CNG,Black,Tamil Nadu,Coimbatore,Area-7,Morning,PS-75,No,,Yes,2,No,Yes,No Insurance,41-60
7016,2023-01-07,2023-01-14,Renault,Triber,2013,SUV,Electric,Blue,Madhya Pradesh,Gwalior,Area-33,Evening,PS-3,No,,No,2,No,No,No Insurance,26-40
7017,2023-10-31,2023-11-06,Renault,Duster,2014,Hatchback,Diesel,Blue,Maharashtra,Nagpur,Area-38,Evening,PS-17,No,,No,2,No,Yes,Expired,26-40
7018,2023-11-15,2023-11-15,Mahindra,Scorpio,2012,MUV,Petrol,Green,Rajasthan,Jodhpur,Area-31,Evening,PS-48,No,,No,1,No,No,Expired,60+
7019,2023-10-03,2023-10-06,Renault,Kwid,2013,Convertible,CNG,Gray,Rajasthan,Udaipur,Area-45,Morning,PS-68,No,,No,0,Yes,No,No Insurance,60+
7020,2023-04-21,2023-04-26,Ford,Aspire,2021,Hatchback,Petrol,White,Tamil Nadu,Madurai,Area-40,Afternoon,PS-49,No,,No,2,No,Yes,No Insurance,60+
7021,2023-05-14,2023-05-19,Toyota,Glanza,2019,Sedan,Diesel,Red,Tamil Nadu,Coimbatore,Area-27,Night,PS-28,Yes,2023-06-04,No,0,No,Yes,Valid,18-25
7022,2023-05-22,2023-05-22,Honda,WRV,2020,Convertible,Electric,Silver,Madhya Pradesh,Bhopal,Area-27,Night,PS-81,Yes,2023-05-31,No,1,No,Yes,Valid,26-40
7023,2023-09-14,2023-09-19,Renault,Duster,2006,MUV,CNG,Gray,West Bengal,Kolkata,Area-7,Afternoon,PS-59,No,,No,0,No,Yes,No Insurance,60+
7024,2023-09-08,2023-09-14,Toyota,Glanza,2016,Sedan,Electric,Green,Punjab,Ludhiana,Area-50,Morning,PS-58,Yes,2023-09-24,No,1,No,No,Expired,26-40
7025,2023-02-20,2023-02-27,Kia,Seltos,2012,MUV,Electric,Silver,Delhi,New Delhi,Area-39,Evening,PS-25,No,,No,0,Yes,Yes,Valid,26-40
7026,2023-01-04,2023-01-05,Toyota,Glanza,2020,MUV,CNG,Silver,Delhi,New Delhi,Area-19,Night,PS-52,No,,No,0,Yes,No,Valid,41-60
7027,2023-07-24,2023-07-26,Tata,Harrier,2014,Convertible,Diesel,Yellow,Punjab,Ludhiana,Area-14,Morning,PS-62,No,,Yes,0,No,No,No Insurance,41-60
7028,2023-07-24,2023-07-28,Toyota,Glanza,2009,SUV,Diesel,Yellow,Tamil Nadu,Madurai,Area-43,Evening,PS-71,No,,No,0,Yes,Yes,No Insurance,41-60
7029,2023-01-09,2023-01-12,Kia,Carens,2017,MUV,Petrol,Yellow,Uttar Pradesh,Kanpur,Area-38,Afternoon,PS-77,No,,No,1,No,No,No Insurance,60+
7030,2023-07-05,2023-07-09,Ford,Aspire,2007,SUV,Electric,Black,Maharashtra,Pune,Area-24,Afternoon,PS-63,No,,No,1,Yes,No,Valid,26-40
7031,2023-03-03,2023-03-04,Hyundai,Creta,2020,SUV,Petrol,Black,Delhi,South Delhi,Area-16,Evening,PS-50,No,,Yes,1,No,No,Expired,60+
7032,2023-12-08,2023-12-12,Mahindra,XUV500,2012,MUV,Diesel,Red,Gujarat,Ahmedabad,Area-18,Night,PS-12,No,,No,1,No,Yes,No Insurance,26-40
7033,2023-09-30,2023-10-05,Mahindra,XUV500,2008,Sedan,Petrol,Blue,Rajasthan,Jodhpur,Area-46,Evening,PS-95,No,,No,0,No,Yes,Expired,60+
7034,2023-12-24,2023-12-25,Hyundai,Venue,2013,SUV,CNG,Gray,Uttar Pradesh,Noida,Area-43,Night,PS-86,No,,No,0,No,No,Valid,18-25
7035,2023-04-15,2023-04-22,Honda,City,2016,Sedan,Petrol,Black,Punjab,Amritsar,Area-26,Afternoon,PS-54,Yes,2023-05-12,Yes,1,No,Yes,No Insurance,26-40
7036,2023-05-02,2023-05-06,Tata,Harrier,2023,Convertible,Diesel,Gray,Rajasthan,Udaipur,Area-32,Evening,PS-94,Yes,2023-06-05,No,2,No,Yes,Valid,18-25
7037,2023-08-21,2023-08-22,Ford,Figo,2017,Hatchback,CNG,Blue,Maharashtra,Pune,Area-31,Morning,PS-36,No,,No,2,No,Yes,Valid,18-25
7038,2023-07-26,2023-07-26,Kia,Sonet,2016,MUV,Electric,Green,Maharashtra,Mumbai,Area-32,Afternoon,PS-10,No,,No,0,No,Yes,Valid,26-40
7039,2023-01-13,2023-01-17,Nissan,Kicks,2021,Sedan,Petrol,Yellow,Punjab,Amritsar,Area-4,Evening,PS-94,Yes,2023-01-25,Yes,1,No,Yes,Expired,18-25
7040,2023-09-02,2023-09-09,Kia,Seltos,2013,Convertible,Diesel,Black,Karnataka,Bangalore,Area-37,Evening,PS-95,Yes,2023-09-16,No,2,No,Yes,No Insurance,18-25
7041,2023-04-16,2023-04-16,Renault,Kwid,2006,Hatchback,CNG,Gray,Gujarat,Ahmedabad,Area-46,Afternoon,PS-93,Yes,2023-04-28,No,1,No,Yes,No Insurance,26-40
7042,2023-01-27,2023-01-31,Honda,Amaze,2018,SUV,Diesel,Black,Maharashtra,Mumbai,Area-16,Afternoon,PS-38,No,,No,2,Yes,No,No Insurance,26-40
7043,2023-10-28,2023-10-31,Kia,Sonet,2016,Hatchback,Petrol,Green,Delhi,New Delhi,Area-42,Afternoon,PS-64,No,,No,0,No,No,No Insurance,60+
7044,2023-08-24,2023-08-29,Maruti,Swift,2020,SUV,CNG,Silver,Punjab,Ludhiana,Area-17,Night,PS-33,No,,No,2,No,Yes,Valid,26-40
7045,2023-04-09,2023-04-12,Maruti,Ertiga,2006,Pickup,Electric,Silver,Tamil Nadu,Chennai,Area-1,Afternoon,PS-35,Yes,2023-04-24,No,0,Yes,No,No Insurance,60+
7046,2023-04-18,2023-04-22,Maruti,Ertiga,2021,Hatchback,CNG,Green,Delhi,West Delhi,Area-46,Night,PS-87,No,,No,2,No,Yes,Expired,60+
7047,2023-05-03,2023-05-09,Maruti,Swift,2007,Convertible,Diesel,Blue,Karnataka,Bangalore,Area-11,Afternoon,PS-46,Yes,2023-06-01,No,2,No,Yes,Valid,60+
7048,2023-06-08,2023-06-09,Honda,City,2013,MUV,Electric,Black,Madhya Pradesh,Gwalior,Area-46,Evening,PS-59,Yes,2023-06-28,Yes,1,No,Yes,No Insurance,18-25
7049,2023-12-31,2023-12-31,Honda,City,2010,Hatchback,Diesel,White,Karnataka,Mysore,Area-11,Night,PS-53,No,,No,1,No,No,Expired,60+
7050,2023-02-20,2023-02-22,Renault,Kwid,2020,MUV,Diesel,Blue,Gujarat,Vadodara,Area-49,Afternoon,PS-79,No,,Yes,2,Yes,Yes,Valid,26-40
7051,2023-04-15,2023-04-22,Tata,Nexon,2021,Hatchback,CNG,Silver,West Bengal,Howrah,Area-27,Evening,PS-16,Yes,2023-05-06,No,2,No,Yes,Valid,60+
7052,2023-10-11,2023-10-11,Tata,Harrier,2005,Pickup,CNG,Gray,Uttar Pradesh,Kanpur,Area-27,Morning,PS-88,No,,Yes,2,Yes,No,Valid,26-40
7053,2023-08-05,2023-08-12,Honda,Amaze,2017,Sedan,Diesel,Gray,West Bengal,Howrah,Area-49,Afternoon,PS-55,Yes,2023-08-20,No,2,No,No,Expired,26-40
7054,2023-05-14,2023-05-20,Hyundai,Creta,2008,Pickup,Electric,Black,Uttar Pradesh,Kanpur,Area-29,Night,PS-29,No,,No,0,No,Yes,Valid,41-60
7055,2023-06-16,2023-06-16,Nissan,Sunny,2010,MUV,Electric,Yellow,West Bengal,Howrah,Area-15,Afternoon,PS-25,Yes,2023-07-06,No,2,No,Yes,Expired,18-25
7056,2023-10-30,2023-11-01,Mahindra,XUV500,2008,Convertible,Electric,Blue,Madhya Pradesh,Bhopal,Area-10,Afternoon,PS-15,No,,No,2,No,Yes,Valid,18-25
7057,2023-06-04,2023-06-08,Honda,WRV,2019,SUV,Diesel,Red,Maharashtra,Mumbai,Area-20,Afternoon,PS-33,Yes,2023-06-26,No,1,No,No,No Insurance,60+
7058,2023-05-13,2023-05-16,Ford,Ecosport,2018,SUV,Petrol,Black,Gujarat,Ahmedabad,Area-33,Evening,PS-81,No,,No,1,No,Yes,Valid,26-40
7059,2023-11-27,2023-11-29,Maruti,Swift,2020,Hatchback,CNG,Black,Uttar Pradesh,Lucknow,Area-9,Evening,PS-15,Yes,2023-12-01,Yes,1,No,No,No Insurance,60+
7060,2023-10-11,2023-10-18,Ford,Figo,2014,Convertible,Electric,Gray,West Bengal,Howrah,Area-5,Night,PS-10,Yes,2023-11-06,No,0,No,Yes,Valid,18-25
7061,2023-09-19,2023-09-19,Nissan,Magnite,2020,SUV,Petrol,Green,Madhya Pradesh,Gwalior,Area-41,Morning,PS-72,No,,No,1,Yes,Yes,No Insurance,18-25
7062,2023-09-02,2023-09-06,Renault,Triber,2005,SUV,Petrol,Red,Rajasthan,Jaipur,Area-21,Morning,PS-93,Yes,2023-09-30,No,0,No,No,Expired,18-25
7063,2023-06-15,2023-06-16,Mahindra,Thar,2018,MUV,CNG,Black,Karnataka,Mysore,Area-35,Night,PS-7,No,,Yes,1,No,Yes,No Insurance,60+
7064,2023-02-26,2023-03-02,Ford,Figo,2011,Convertible,Diesel,Red,Uttar Pradesh,Kanpur,Area-12,Morning,PS-21,Yes,2023-03-27,No,0,Yes,Yes,No Insurance,26-40
7065,2023-11-14,2023-11-15,Toyota,Etios,2007,Pickup,CNG,Black,Gujarat,Vadodara,Area-18,Morning,PS-83,Yes,2023-11-27,No,1,No,Yes,Expired,26-40
7066,2023-03-19,2023-03-19,Mahindra,XUV500,2021,MUV,Electric,Red,West Bengal,Kolkata,Area-34,Afternoon,PS-79,No,,No,0,Yes,Yes,Valid,18-25
7067,2023-02-19,2023-02-21,Honda,City,2018,Pickup,CNG,Gray,Madhya Pradesh,Indore,Area-50,Night,PS-79,No,,No,1,Yes,Yes,Valid,26-40
7068,2023-10-05,2023-10-12,Kia,Carens,2013,Pickup,Petrol,Silver,Tamil Nadu,Madurai,Area-13,Afternoon,PS-59,No,,No,1,No,No,Expired,41-60
7069,2023-03-31,2023-04-06,Honda,Amaze,2005,SUV,CNG,Silver,Madhya Pradesh,Gwalior,Area-47,Night,PS-44,Yes,2023-05-03,Yes,1,Yes,Yes,Expired,26-40
7070,2023-01-04,2023-01-05,Tata,Nexon,2008,Convertible,CNG,Yellow,West Bengal,Durgapur,Area-30,Evening,PS-55,No,,No,0,No,Yes,No Insurance,18-25
7071,2023-08-07,2023-08-07,Mahindra,Scorpio,2012,Hatchback,Diesel,White,Gujarat,Surat,Area-33,Afternoon,PS-36,Yes,2023-08-26,No,2,Yes,Yes,Expired,41-60
7072,2023-04-28,2023-05-01,Maruti,Ertiga,2005,Hatchback,Petrol,Yellow,Madhya Pradesh,Gwalior,Area-42,Night,PS-5,Yes,2023-05-05,No,2,No,No,No Insurance,41-60
7073,2023-07-12,2023-07-19,Honda,WRV,2021,MUV,CNG,White,Delhi,South Delhi,Area-15,Morning,PS-9,No,,No,2,Yes,No,Valid,18-25
7074,2023-11-03,2023-11-03,Toyota,Etios,2023,MUV,CNG,Green,Karnataka,Bangalore,Area-47,Morning,PS-100,No,,No,0,No,Yes,Expired,41-60
7075,2023-01-24,2023-01-26,Tata,Nexon,2020,Hatchback,Petrol,Silver,Karnataka,Hubli,Area-20,Afternoon,PS-35,No,,No,2,No,Yes,Expired,60+
7076,2023-08-24,2023-08-24,Ford,Aspire,2017,MUV,CNG,White,Rajasthan,Udaipur,Area-22,Morning,PS-98,No,,No,1,No,No,No Insurance,18-25
7077,2023-05-20,2023-05-25,Honda,Jazz,2013,SUV,Petrol,Black,Gujarat,Vadodara,Area-47,Morning,PS-70,No,,No,1,No,No,Expired,41-60
7078,2023-10-24,2023-10-29,Hyundai,Verna,2008,Pickup,CNG,Green,Karnataka,Hubli,Area-23,Evening,PS-40,No,,No,1,No,Yes,Valid,18-25
7079,2023-01-25,2023-02-01,Mahindra,Thar,2008,SUV,Electric,Blue,Punjab,Ludhiana,Area-34,Evening,PS-81,Yes,2023-03-03,No,0,No,No,Expired,26-40
7080,2023-06-14,2023-06-19,Nissan,Sunny,2009,Sedan,Diesel,Blue,Tamil Nadu,Chennai,Area-21,Afternoon,PS-97,No,,No,1,Yes,No,No Insurance,26-40
7081,2023-12-04,2023-12-11,Hyundai,i20,2008,MUV,Electric,Blue,Gujarat,Surat,Area-39,Morning,PS-65,No,,No,0,Yes,Yes,Expired,60+
7082,2023-05-29,2023-06-05,Honda,Amaze,2014,SUV,Electric,Gray,Delhi,South Delhi,Area-34,Night,PS-83,No,,Yes,1,Yes,Yes,Valid,26-40
7083,2023-04-15,2023-04-16,Renault,Kwid,2016,Convertible,Electric,Green,Karnataka,Bangalore,Area-9,Afternoon,PS-41,No,,Yes,1,No,Yes,Expired,26-40
7084,2023-10-14,2023-10-20,Toyota,Fortuner,2009,Sedan,Diesel,Yellow,Gujarat,Surat,Area-13,Morning,PS-20,No,,No,1,Yes,No,Valid,18-25
7085,2023-05-23,2023-05-27,Toyota,Innova,2012,SUV,Diesel,Blue,Madhya Pradesh,Indore,Area-19,Afternoon,PS-44,No,,No,2,Yes,No,Valid,18-25
7086,2023-10-10,2023-10-16,Nissan,Magnite,2015,Sedan,CNG,White,Karnataka,Mysore,Area-40,Morning,PS-96,No,,No,2,Yes,No,Valid,41-60
7087,2023-07-08,2023-07-09,Kia,Seltos,2011,SUV,CNG,Green,Rajasthan,Jaipur,Area-4,Morning,PS-74,Yes,2023-07-18,No,1,No,No,Valid,26-40
7088,2023-03-13,2023-03-15,Toyota,Etios,2017,Pickup,CNG,Black,West Bengal,Howrah,Area-3,Morning,PS-1,Yes,2023-04-09,No,1,Yes,Yes,No Insurance,60+
7089,2023-09-01,2023-09-03,Nissan,Magnite,2010,Convertible,Diesel,Red,Punjab,Ludhiana,Area-43,Afternoon,PS-71,No,,No,2,No,No,Expired,60+
7090,2023-01-13,2023-01-14,Kia,Seltos,2010,Pickup,Petrol,Black,Maharashtra,Pune,Area-34,Night,PS-32,No,,No,0,Yes,Yes,Expired,26-40
7091,2023-09-01,2023-09-02,Toyota,Innova,2008,Convertible,CNG,White,Tamil Nadu,Coimbatore,Area-14,Afternoon,PS-35,No,,No,0,Yes,Yes,No Insurance,60+
7092,2023-10-07,2023-10-13,Nissan,Sunny,2012,Convertible,Petrol,Red,Gujarat,Ahmedabad,Area-41,Evening,PS-15,Yes,2023-10-20,No,2,No,Yes,Expired,26-40
7093,2023-07-16,2023-07-23,Toyota,Innova,2009,Convertible,Electric,Silver,Karnataka,Mysore,Area-1,Afternoon,PS-25,No,,Yes,2,No,No,Expired,41-60
7094,2023-10-07,2023-10-07,Hyundai,i20,2006,MUV,Electric,Silver,Uttar Pradesh,Kanpur,Area-4,Night,PS-70,No,,No,1,Yes,Yes,Expired,18-25
7095,2023-05-31,2023-06-02,Tata,Altroz,2005,Convertible,Petrol,Blue,Maharashtra,Nagpur,Area-4,Morning,PS-32,Yes,2023-06-07,No,0,No,No,Valid,18-25
7096,2023-10-29,2023-11-04,Tata,Altroz,2021,Sedan,CNG,Blue,Rajasthan,Udaipur,Area-26,Afternoon,PS-58,No,,No,2,No,Yes,Valid,60+
7097,2023-01-11,2023-01-15,Mahindra,Scorpio,2013,Pickup,Petrol,Gray,Madhya Pradesh,Bhopal,Area-13,Night,PS-62,No,,No,2,No,No,Expired,60+
7098,2023-03-25,2023-03-27,Renault,Duster,2014,Sedan,Petrol,Blue,Rajasthan,Jodhpur,Area-8,Evening,PS-3,No,,No,0,No,No,Expired,18-25
7099,2023-07-10,2023-07-12,Maruti,Baleno,2008,Pickup,Petrol,Green,Karnataka,Mysore,Area-11,Night,PS-99,Yes,2023-07-13,No,0,No,Yes,Expired,26-40
7100,2023-09-16,2023-09-23,Renault,Kwid,2007,Convertible,Electric,Green,Uttar Pradesh,Lucknow,Area-22,Night,PS-28,No,,No,1,No,No,Expired,18-25
7101,2023-10-06,2023-10-10,Tata,Altroz,2011,MUV,Electric,Gray,Tamil Nadu,Coimbatore,Area-41,Morning,PS-47,No,,Yes,0,Yes,Yes,No Insurance,60+
7102,2023-01-30,2023-02-02,Nissan,Sunny,2012,MUV,Petrol,Silver,Tamil Nadu,Madurai,Area-23,Afternoon,PS-2,Yes,2023-02-06,Yes,1,Yes,Yes,Valid,26-40
7103,2023-10-17,2023-10-24,Tata,Harrier,2006,Hatchback,Petrol,Green,Maharashtra,Nagpur,Area-22,Night,PS-34,No,,Yes,2,Yes,Yes,No Insurance,60+
7104,2023-04-06,2023-04-09,Nissan,Magnite,2019,Pickup,Petrol,Yellow,Karnataka,Hubli,Area-5,Afternoon,PS-5,No,,No,0,No,Yes,No Insurance,26-40
7105,2023-01-15,2023-01-15,Honda,Jazz,2018,Convertible,Diesel,Green,Delhi,South Delhi,Area-23,Afternoon,PS-2,No,,Yes,1,Yes,Yes,Valid,41-60
7106,2023-08-10,2023-08-10,Mahindra,Scorpio,2012,MUV,CNG,Blue,Gujarat,Surat,Area-41,Evening,PS-22,No,,No,1,Yes,Yes,Valid,18-25
7107,2023-01-27,2023-02-02,Toyota,Innova,2013,Pickup,CNG,Black,Tamil Nadu,Chennai,Area-25,Morning,PS-81,No,,No,2,Yes,No,Expired,41-60
7108,2023-12-28,2024-01-01,Renault,Kwid,2006,SUV,Diesel,Blue,Maharashtra,Pune,Area-29,Night,PS-31,No,,No,1,No,No,Expired,41-60
7109,2023-12-10,2023-12-13,Ford,Figo,2005,Convertible,Petrol,Green,Karnataka,Bangalore,Area-21,Night,PS-21,Yes,2023-12-22,No,1,No,No,Expired,26-40
7110,2023-09-25,2023-09-30,Tata,Nexon,2022,SUV,CNG,Green,Maharashtra,Pune,Area-38,Evening,PS-28,Yes,2023-10-20,No,1,Yes,No,Valid,41-60
7111,2023-04-05,2023-04-05,Honda,Jazz,2022,SUV,CNG,Green,Maharashtra,Pune,Area-22,Night,PS-61,No,,No,1,Yes,Yes,Valid,18-25
7112,2023-06-28,2023-07-04,Honda,Amaze,2012,Convertible,Electric,Blue,Tamil Nadu,Coimbatore,Area-16,Night,PS-96,Yes,2023-07-04,No,0,No,Yes,Expired,60+
7113,2023-02-03,2023-02-10,Mahindra,Scorpio,2020,Hatchback,Petrol,Yellow,Madhya Pradesh,Bhopal,Area-18,Evening,PS-6,No,,No,0,No,No,Expired,41-60
7114,2023-08-06,2023-08-06,Toyota,Fortuner,2021,MUV,CNG,Blue,Delhi,New Delhi,Area-20,Night,PS-21,No,,No,2,Yes,No,Valid,41-60
7115,2023-02-02,2023-02-08,Maruti,Ertiga,2020,MUV,CNG,Gray,West Bengal,Durgapur,Area-42,Morning,PS-25,No,,No,0,No,Yes,Valid,18-25
7116,2023-12-11,2023-12-17,Mahindra,Scorpio,2018,Hatchback,Electric,White,Gujarat,Ahmedabad,Area-38,Morning,PS-96,Yes,2023-12-20,No,0,No,No,Valid,26-40
7117,2023-02-09,2023-02-13,Kia,Seltos,2015,Convertible,CNG,Gray,Maharashtra,Pune,Area-23,Morning,PS-10,No,,No,2,No,Yes,Valid,60+
7118,2023-05-04,2023-05-05,Mahindra,Thar,2016,MUV,Petrol,Blue,Karnataka,Mysore,Area-3,Evening,PS-66,No,,Yes,1,Yes,Yes,Expired,60+
7119,2023-09-23,2023-09-25,Hyundai,Venue,2021,Sedan,Petrol,Yellow,Madhya Pradesh,Indore,Area-26,Morning,PS-29,No,,No,0,Yes,Yes,Valid,18-25
7120,2023-04-29,2023-04-30,Honda,City,2006,Convertible,Electric,Blue,West Bengal,Durgapur,Area-25,Afternoon,PS-96,No,,No,2,No,No,Valid,18-25
7121,2023-03-22,2023-03-25,Tata,Altroz,2022,Sedan,Diesel,Blue,Gujarat,Ahmedabad,Area-11,Night,PS-85,No,,No,1,Yes,Yes,No Insurance,60+
7122,2023-04-15,2023-04-22,Honda,City,2006,MUV,CNG,White,Punjab,Amritsar,Area-49,Afternoon,PS-46,No,,No,2,Yes,No,Expired,18-25
7123,2023-06-14,2023-06-21,Maruti,Baleno,2014,Convertible,Diesel,Black,Rajasthan,Jodhpur,Area-16,Morning,PS-44,Yes,2023-07-11,No,2,No,No,Expired,18-25
7124,2023-09-27,2023-10-02,Honda,City,2012,Convertible,Electric,Red,West Bengal,Kolkata,Area-4,Afternoon,PS-1,No,,No,1,Yes,Yes,Expired,26-40
7125,2023-06-21,2023-06-22,Nissan,Sunny,2006,Pickup,CNG,Blue,Maharashtra,Mumbai,Area-40,Afternoon,PS-60,No,,No,0,No,Yes,Expired,26-40
7126,2023-10-03,2023-10-08,Mahindra,XUV500,2008,Sedan,Diesel,Gray,Maharashtra,Nagpur,Area-47,Night,PS-36,No,,No,2,Yes,Yes,No Insurance,60+
7127,2023-06-15,2023-06-17,Mahindra,XUV500,2023,Sedan,CNG,Silver,Maharashtra,Nagpur,Area-22,Night,PS-47,No,,No,1,No,No,No Insurance,41-60
7128,2023-02-16,2023-02-19,Renault,Triber,2014,Convertible,Electric,Red,Tamil Nadu,Chennai,Area-39,Afternoon,PS-11,No,,No,2,No,Yes,No Insurance,60+
7129,2023-12-27,2023-12-30,Honda,Jazz,2010,Pickup,Electric,Yellow,Tamil Nadu,Coimbatore,Area-16,Morning,PS-60,Yes,2024-01-23,No,2,No,Yes,Valid,41-60
7130,2023-08-23,2023-08-24,Hyundai,Venue,2008,Sedan,Electric,Green,Rajasthan,Jodhpur,Area-47,Afternoon,PS-25,No,,No,2,Yes,No,No Insurance,60+
7131,2023-10-14,2023-10-17,Kia,Seltos,2005,Pickup,Petrol,Green,West Bengal,Durgapur,Area-36,Evening,PS-74,Yes,2023-11-15,Yes,0,No,Yes,Valid,18-25
7132,2023-02-08,2023-02-14,Honda,Jazz,2012,Pickup,Petrol,Gray,Punjab,Jalandhar,Area-12,Evening,PS-76,No,,No,1,No,No,No Insurance,18-25
7133,2023-03-31,2023-04-06,Nissan,Sunny,2013,Pickup,CNG,White,Maharashtra,Pune,Area-9,Night,PS-11,Yes,2023-04-17,No,2,No,Yes,No Insurance,60+
7134,2023-01-24,2023-01-31,Honda,Amaze,2019,SUV,CNG,Black,Rajasthan,Jaipur,Area-24,Night,PS-21,No,,No,1,No,No,No Insurance,60+
7135,2023-04-30,2023-05-03,Maruti,WagonR,2018,Hatchback,Electric,Black,Rajasthan,Jodhpur,Area-44,Night,PS-21,No,,Yes,0,No,No,Valid,26-40
7136,2023-10-15,2023-10-19,Maruti,Baleno,2018,Sedan,Petrol,Blue,Tamil Nadu,Chennai,Area-42,Afternoon,PS-7,Yes,2023-11-07,Yes,0,No,No,Valid,26-40
7137,2023-06-26,2023-06-30,Renault,Duster,2023,Convertible,Petrol,Blue,West Bengal,Durgapur,Area-33,Night,PS-5,Yes,2023-07-10,No,1,Yes,No,No Insurance,18-25
7138,2023-06-11,2023-06-17,Mahindra,XUV500,2005,Convertible,Petrol,Gray,Uttar Pradesh,Lucknow,Area-37,Evening,PS-60,No,,No,2,Yes,Yes,No Insurance,26-40
7139,2023-12-10,2023-12-15,Mahindra,XUV500,2018,Sedan,Electric,Gray,Punjab,Jalandhar,Area-46,Evening,PS-45,No,,No,2,Yes,No,Expired,41-60
7140,2023-09-10,2023-09-17,Renault,Triber,2022,Sedan,Diesel,White,Delhi,South Delhi,Area-35,Morning,PS-82,No,,No,1,No,No,Expired,41-60
7141,2023-10-15,2023-10-15,Ford,Ecosport,2022,Pickup,CNG,Yellow,Rajasthan,Udaipur,Area-18,Night,PS-23,No,,No,1,No,Yes,No Insurance,41-60
7142,2023-03-14,2023-03-20,Honda,Amaze,2006,SUV,Petrol,Gray,West Bengal,Howrah,Area-34,Night,PS-14,No,,No,1,No,No,Expired,41-60
7143,2023-09-28,2023-09-28,Renault,Triber,2009,Sedan,CNG,White,Madhya Pradesh,Indore,Area-13,Night,PS-84,Yes,2023-10-15,No,1,No,Yes,Valid,41-60
7144,2023-05-31,2023-06-05,Ford,Aspire,2011,Convertible,CNG,Green,Gujarat,Ahmedabad,Area-14,Evening,PS-81,No,,No,2,Yes,Yes,Valid,18-25
7145,2023-10-10,2023-10-12,Renault,Duster,2007,Pickup,Electric,Blue,Uttar Pradesh,Kanpur,Area-45,Afternoon,PS-99,No,,No,1,Yes,Yes,No Insurance,26-40
7146,2023-03-13,2023-03-19,Tata,Altroz,2018,Sedan,Petrol,Green,Tamil Nadu,Chennai,Area-20,Morning,PS-13,No,,No,0,No,Yes,Expired,18-25
7147,2023-08-08,2023-08-12,Kia,Sonet,2023,Convertible,Electric,White,Delhi,West Delhi,Area-37,Evening,PS-51,No,,No,2,No,No,Valid,60+
7148,2023-07-25,2023-07-28,Nissan,Sunny,2023,Sedan,Electric,White,West Bengal,Howrah,Area-21,Night,PS-61,Yes,2023-08-14,No,2,No,No,Valid,60+
7149,2023-04-14,2023-04-17,Nissan,Kicks,2011,Hatchback,Electric,Yellow,Maharashtra,Pune,Area-19,Morning,PS-81,No,,No,0,Yes,Yes,No Insurance,41-60
7150,2023-07-13,2023-07-20,Nissan,Magnite,2022,MUV,Diesel,Silver,Uttar Pradesh,Noida,Area-24,Evening,PS-34,No,,No,2,No,No,Valid,41-60
7151,2023-05-15,2023-05-22,Kia,Carens,2018,SUV,CNG,Gray,Delhi,South Delhi,Area-21,Evening,PS-70,No,,No,0,No,No,Valid,60+
7152,2023-05-22,2023-05-27,Honda,City,2009,Hatchback,Diesel,Red,Madhya Pradesh,Bhopal,Area-27,Evening,PS-54,Yes,2023-06-14,No,0,No,Yes,No Insurance,26-40
7153,2023-02-11,2023-02-17,Tata,Altroz,2023,Pickup,Electric,Yellow,Rajasthan,Jaipur,Area-36,Evening,PS-48,Yes,2023-02-28,No,0,Yes,No,No Insurance,18-25
7154,2023-09-05,2023-09-08,Kia,Seltos,2019,Sedan,Diesel,Black,Delhi,New Delhi,Area-28,Night,PS-59,Yes,2023-09-29,No,0,No,No,No Insurance,18-25
7155,2023-05-15,2023-05-22,Mahindra,Scorpio,2019,Pickup,Electric,Black,Delhi,New Delhi,Area-24,Morning,PS-87,No,,No,2,No,No,No Insurance,60+
